"GROUP","days_since_admission","value","concept","variable","periode_group","siteid"
"ARDS_18_49",44,6,"patient","number","all","FRBDX"
"ARDS_18_49",45,6,"patient","number","all","FRBDX"
"ARDS_18_49",46,5,"patient","number","all","FRBDX"
"ARDS_18_49",47,5,"patient","number","all","FRBDX"
"ARDS_18_49",48,5,"patient","number","all","FRBDX"
"ARDS_18_49",49,5,"patient","number","all","FRBDX"
"ARDS_18_49",50,4,"patient","number","all","FRBDX"
"ARDS_18_49",51,4,"patient","number","all","FRBDX"
"ARDS_18_49",52,4,"patient","number","all","FRBDX"
"ARDS_18_49",53,4,"patient","number","all","FRBDX"
"ARDS_18_49",54,3,"patient","number","all","FRBDX"
"ARDS_18_49",55,3,"patient","number","all","FRBDX"
"ARDS_18_49",56,3,"patient","number","all","FRBDX"
"ARDS_18_49",57,3,"patient","number","all","FRBDX"
"ARDS_18_49",58,3,"patient","number","all","FRBDX"
"ARDS_18_49",59,-99,"patient","number","all","FRBDX"
"ARDS_18_49",60,-99,"patient","number","all","FRBDX"
"ARDS_18_49",61,-99,"patient","number","all","FRBDX"
"ARDS_18_49",62,-99,"patient","number","all","FRBDX"
"ARDS_18_49",63,-99,"patient","number","all","FRBDX"
"ARDS_18_49",64,-99,"patient","number","all","FRBDX"
"ARDS_18_49",65,-99,"patient","number","all","FRBDX"
"ARDS_18_49",66,-99,"patient","number","all","FRBDX"
"ARDS_18_49",67,-99,"patient","number","all","FRBDX"
"ARDS_18_49",68,-99,"patient","number","all","FRBDX"
"ARDS_18_49",69,-99,"patient","number","all","FRBDX"
"ARDS_18_49",70,-99,"patient","number","all","FRBDX"
"ARDS_18_49",71,-99,"patient","number","all","FRBDX"
"ARDS_18_49",72,-99,"patient","number","all","FRBDX"
"ARDS_18_49",73,-99,"patient","number","all","FRBDX"
"ARDS_18_49",74,-99,"patient","number","all","FRBDX"
"ARDS_18_49",75,-99,"patient","number","all","FRBDX"
"ARDS_18_49",76,-99,"patient","number","all","FRBDX"
"ARDS_18_49",77,-99,"patient","number","all","FRBDX"
"ARDS_18_49",78,-99,"patient","number","all","FRBDX"
"ARDS_18_49",79,-99,"patient","number","all","FRBDX"
"ARDS_18_49",80,-99,"patient","number","all","FRBDX"
"ARDS_18_49",81,-99,"patient","number","all","FRBDX"
"ARDS_18_49",82,-99,"patient","number","all","FRBDX"
"ARDS_18_49",83,-99,"patient","number","all","FRBDX"
"ARDS_18_49",84,-99,"patient","number","all","FRBDX"
"ARDS_18_49",85,-99,"patient","number","all","FRBDX"
"ARDS_18_49",86,-99,"patient","number","all","FRBDX"
"ARDS_18_49",87,-99,"patient","number","all","FRBDX"
"ARDS_18_49",88,-99,"patient","number","all","FRBDX"
"ARDS_18_49",89,-99,"patient","number","all","FRBDX"
"ARDS_18_49",90,-99,"patient","number","all","FRBDX"
"ARDS_18_49",91,-99,"patient","number","all","FRBDX"
"ARDS_18_49",92,-99,"patient","number","all","FRBDX"
"ARDS_18_49",93,-99,"patient","number","all","FRBDX"
"ARDS_18_49",94,-99,"patient","number","all","FRBDX"
"ARDS_18_49",95,-99,"patient","number","all","FRBDX"
"ARDS_18_49",96,-99,"patient","number","all","FRBDX"
"ARDS_18_49",97,-99,"patient","number","all","FRBDX"
"ARDS_18_49",98,-99,"patient","number","all","FRBDX"
"ARDS_18_49",99,-99,"patient","number","all","FRBDX"
"ARDS_18_49",100,-99,"patient","number","all","FRBDX"
"ARDS_18_49",101,-99,"patient","number","all","FRBDX"
"ARDS_18_49",102,-99,"patient","number","all","FRBDX"
"ARDS_18_49",103,-99,"patient","number","all","FRBDX"
"ARDS_18_49",104,-99,"patient","number","all","FRBDX"
"ARDS_18_49",105,-99,"patient","number","all","FRBDX"
"ARDS_18_49",106,-99,"patient","number","all","FRBDX"
"ARDS_18_49",107,-99,"patient","number","all","FRBDX"
"ARDS_18_49",108,-99,"patient","number","all","FRBDX"
"ARDS_18_49",109,-99,"patient","number","all","FRBDX"
"ARDS_18_49",110,-99,"patient","number","all","FRBDX"
"ARDS_18_49",111,-99,"patient","number","all","FRBDX"
"ARDS_18_49",112,-99,"patient","number","all","FRBDX"
"ARDS_18_49",113,-99,"patient","number","all","FRBDX"
"ARDS_18_49",114,-99,"patient","number","all","FRBDX"
"ARDS_18_49",115,-99,"patient","number","all","FRBDX"
"ARDS_18_49",116,-99,"patient","number","all","FRBDX"
"ARDS_18_49",117,-99,"patient","number","all","FRBDX"
"ARDS_18_49",118,-99,"patient","number","all","FRBDX"
"ARDS_sup_49",0,123,"patient","number","all","FRBDX"
"ARDS_sup_49",1,123,"patient","number","all","FRBDX"
"ARDS_sup_49",2,123,"patient","number","all","FRBDX"
"ARDS_sup_49",3,120,"patient","number","all","FRBDX"
"ARDS_sup_49",4,120,"patient","number","all","FRBDX"
"ARDS_sup_49",5,117,"patient","number","all","FRBDX"
"ARDS_sup_49",6,116,"patient","number","all","FRBDX"
"ARDS_sup_49",7,115,"patient","number","all","FRBDX"
"ARDS_sup_49",8,111,"patient","number","all","FRBDX"
"ARDS_sup_49",9,109,"patient","number","all","FRBDX"
"ARDS_sup_49",10,105,"patient","number","all","FRBDX"
"ARDS_sup_49",11,104,"patient","number","all","FRBDX"
"ARDS_sup_49",12,99,"patient","number","all","FRBDX"
"ARDS_sup_49",13,93,"patient","number","all","FRBDX"
"ARDS_sup_49",14,88,"patient","number","all","FRBDX"
"ARDS_sup_49",15,85,"patient","number","all","FRBDX"
"ARDS_sup_49",16,83,"patient","number","all","FRBDX"
"ARDS_sup_49",17,76,"patient","number","all","FRBDX"
"ARDS_sup_49",18,73,"patient","number","all","FRBDX"
"ARDS_sup_49",19,67,"patient","number","all","FRBDX"
"ARDS_sup_49",20,66,"patient","number","all","FRBDX"
"ARDS_sup_49",21,61,"patient","number","all","FRBDX"
"ARDS_sup_49",22,59,"patient","number","all","FRBDX"
"ARDS_sup_49",23,57,"patient","number","all","FRBDX"
"ARDS_sup_49",24,56,"patient","number","all","FRBDX"
"ARDS_sup_49",25,54,"patient","number","all","FRBDX"
"ARDS_sup_49",26,47,"patient","number","all","FRBDX"
"ARDS_sup_49",27,43,"patient","number","all","FRBDX"
"ARDS_sup_49",28,40,"patient","number","all","FRBDX"
"ARDS_sup_49",29,39,"patient","number","all","FRBDX"
"ARDS_sup_49",30,37,"patient","number","all","FRBDX"
"ARDS_sup_49",31,36,"patient","number","all","FRBDX"
"ARDS_sup_49",32,33,"patient","number","all","FRBDX"
"ARDS_sup_49",33,31,"patient","number","all","FRBDX"
"ARDS_sup_49",34,27,"patient","number","all","FRBDX"
"ARDS_sup_49",35,25,"patient","number","all","FRBDX"
"ARDS_sup_49",36,25,"patient","number","all","FRBDX"
"ARDS_sup_49",37,25,"patient","number","all","FRBDX"
"ARDS_sup_49",38,24,"patient","number","all","FRBDX"
"ARDS_sup_49",39,23,"patient","number","all","FRBDX"
"ARDS_sup_49",40,23,"patient","number","all","FRBDX"
"ARDS_sup_49",41,22,"patient","number","all","FRBDX"
"ARDS_sup_49",42,21,"patient","number","all","FRBDX"
"ARDS_sup_49",43,21,"patient","number","all","FRBDX"
"ARDS_sup_49",44,21,"patient","number","all","FRBDX"
"ARDS_sup_49",45,21,"patient","number","all","FRBDX"
"ARDS_sup_49",46,19,"patient","number","all","FRBDX"
"ARDS_sup_49",47,17,"patient","number","all","FRBDX"
"ARDS_sup_49",48,17,"patient","number","all","FRBDX"
"ARDS_sup_49",49,17,"patient","number","all","FRBDX"
"ARDS_sup_49",50,17,"patient","number","all","FRBDX"
"ARDS_sup_49",51,17,"patient","number","all","FRBDX"
"ARDS_sup_49",52,17,"patient","number","all","FRBDX"
"ARDS_sup_49",53,16,"patient","number","all","FRBDX"
"ARDS_sup_49",54,16,"patient","number","all","FRBDX"
"ARDS_sup_49",55,16,"patient","number","all","FRBDX"
"ARDS_sup_49",56,16,"patient","number","all","FRBDX"
"ARDS_sup_49",57,16,"patient","number","all","FRBDX"
"ARDS_sup_49",58,16,"patient","number","all","FRBDX"
"ARDS_sup_49",59,16,"patient","number","all","FRBDX"
"ARDS_sup_49",60,15,"patient","number","all","FRBDX"
"ARDS_sup_49",61,15,"patient","number","all","FRBDX"
"ARDS_sup_49",62,14,"patient","number","all","FRBDX"
"ARDS_sup_49",63,14,"patient","number","all","FRBDX"
"ARDS_sup_49",64,14,"patient","number","all","FRBDX"
"ARDS_sup_49",65,14,"patient","number","all","FRBDX"
"ARDS_sup_49",66,14,"patient","number","all","FRBDX"
"ARDS_sup_49",67,14,"patient","number","all","FRBDX"
"ARDS_sup_49",68,13,"patient","number","all","FRBDX"
"ARDS_sup_49",69,13,"patient","number","all","FRBDX"
"ARDS_sup_49",70,13,"patient","number","all","FRBDX"
"ARDS_sup_49",71,13,"patient","number","all","FRBDX"
"ARDS_sup_49",72,13,"patient","number","all","FRBDX"
"ARDS_sup_49",73,13,"patient","number","all","FRBDX"
"ARDS_sup_49",74,13,"patient","number","all","FRBDX"
"ARDS_sup_49",75,13,"patient","number","all","FRBDX"
"ARDS_sup_49",76,13,"patient","number","all","FRBDX"
"ARDS_sup_49",77,13,"patient","number","all","FRBDX"
"ARDS_sup_49",78,13,"patient","number","all","FRBDX"
"ARDS_sup_49",79,13,"patient","number","all","FRBDX"
"ARDS_sup_49",80,13,"patient","number","all","FRBDX"
"ARDS_sup_49",81,13,"patient","number","all","FRBDX"
"ARDS_sup_49",82,13,"patient","number","all","FRBDX"
"ARDS_sup_49",83,13,"patient","number","all","FRBDX"
"ARDS_sup_49",84,12,"patient","number","all","FRBDX"
"ARDS_sup_49",85,12,"patient","number","all","FRBDX"
"ARDS_sup_49",86,12,"patient","number","all","FRBDX"
"ARDS_sup_49",87,11,"patient","number","all","FRBDX"
"ARDS_sup_49",88,11,"patient","number","all","FRBDX"
"ARDS_sup_49",89,11,"patient","number","all","FRBDX"
"ARDS_sup_49",90,11,"patient","number","all","FRBDX"
"ARDS_sup_49",91,11,"patient","number","all","FRBDX"
"ARDS_sup_49",92,11,"patient","number","all","FRBDX"
"ARDS_sup_49",93,11,"patient","number","all","FRBDX"
"ARDS_sup_49",94,10,"patient","number","all","FRBDX"
"ARDS_sup_49",95,10,"patient","number","all","FRBDX"
"ARDS_sup_49",96,10,"patient","number","all","FRBDX"
"ARDS_sup_49",97,9,"patient","number","all","FRBDX"
"ARDS_sup_49",98,9,"patient","number","all","FRBDX"
"ARDS_sup_49",99,9,"patient","number","all","FRBDX"
"ARDS_sup_49",100,9,"patient","number","all","FRBDX"
"ARDS_sup_49",101,8,"patient","number","all","FRBDX"
"ARDS_sup_49",102,8,"patient","number","all","FRBDX"
"ARDS_sup_49",103,7,"patient","number","all","FRBDX"
"ARDS_sup_49",104,7,"patient","number","all","FRBDX"
"ARDS_sup_49",105,7,"patient","number","all","FRBDX"
"ARDS_sup_49",106,7,"patient","number","all","FRBDX"
"ARDS_sup_49",107,7,"patient","number","all","FRBDX"
"ARDS_sup_49",108,7,"patient","number","all","FRBDX"
"ARDS_sup_49",109,7,"patient","number","all","FRBDX"
"ARDS_sup_49",110,7,"patient","number","all","FRBDX"
"ARDS_sup_49",111,7,"patient","number","all","FRBDX"
"ARDS_sup_49",112,6,"patient","number","all","FRBDX"
"ARDS_sup_49",113,6,"patient","number","all","FRBDX"
"ARDS_sup_49",114,6,"patient","number","all","FRBDX"
"ARDS_sup_49",115,6,"patient","number","all","FRBDX"
"ARDS_sup_49",116,5,"patient","number","all","FRBDX"
"ARDS_sup_49",117,4,"patient","number","all","FRBDX"
"ARDS_sup_49",118,4,"patient","number","all","FRBDX"
"ARDS_sup_49",119,4,"patient","number","all","FRBDX"
"ARDS_sup_49",120,4,"patient","number","all","FRBDX"
"ARDS_sup_49",121,4,"patient","number","all","FRBDX"
"ARDS_sup_49",122,4,"patient","number","all","FRBDX"
"ARDS_sup_49",123,4,"patient","number","all","FRBDX"
"ARDS_sup_49",124,4,"patient","number","all","FRBDX"
"ARDS_sup_49",125,4,"patient","number","all","FRBDX"
"ARDS_sup_49",126,4,"patient","number","all","FRBDX"
"ARDS_sup_49",127,4,"patient","number","all","FRBDX"
"ARDS_sup_49",128,4,"patient","number","all","FRBDX"
"ARDS_sup_49",129,4,"patient","number","all","FRBDX"
"ARDS_sup_49",130,4,"patient","number","all","FRBDX"
"ARDS_sup_49",131,4,"patient","number","all","FRBDX"
"ARDS_sup_49",132,4,"patient","number","all","FRBDX"
"ARDS_sup_49",133,4,"patient","number","all","FRBDX"
"ARDS_sup_49",134,4,"patient","number","all","FRBDX"
"ARDS_sup_49",135,4,"patient","number","all","FRBDX"
"ARDS_sup_49",136,4,"patient","number","all","FRBDX"
"ARDS_sup_49",137,4,"patient","number","all","FRBDX"
"ARDS_sup_49",138,4,"patient","number","all","FRBDX"
"ARDS_sup_49",139,4,"patient","number","all","FRBDX"
"ARDS_sup_49",140,4,"patient","number","all","FRBDX"
"ARDS_sup_49",141,4,"patient","number","all","FRBDX"
"ARDS_sup_49",142,4,"patient","number","all","FRBDX"
"ARDS_sup_49",143,4,"patient","number","all","FRBDX"
"ARDS_sup_49",144,4,"patient","number","all","FRBDX"
"ARDS_sup_49",145,4,"patient","number","all","FRBDX"
"ARDS_sup_49",146,4,"patient","number","all","FRBDX"
"ARDS_sup_49",147,4,"patient","number","all","FRBDX"
"ARDS_sup_49",148,4,"patient","number","all","FRBDX"
"ARDS_sup_49",149,4,"patient","number","all","FRBDX"
"ARDS_sup_49",150,4,"patient","number","all","FRBDX"
"ARDS_sup_49",151,4,"patient","number","all","FRBDX"
"ARDS_sup_49",152,4,"patient","number","all","FRBDX"
"ARDS_sup_49",153,4,"patient","number","all","FRBDX"
"ARDS_sup_49",154,4,"patient","number","all","FRBDX"
"ARDS_sup_49",155,4,"patient","number","all","FRBDX"
"ARDS_sup_49",156,4,"patient","number","all","FRBDX"
"ARDS_sup_49",157,4,"patient","number","all","FRBDX"
"ARDS_sup_49",158,4,"patient","number","all","FRBDX"
"ARDS_sup_49",159,4,"patient","number","all","FRBDX"
"ARDS_sup_49",160,4,"patient","number","all","FRBDX"
"ARDS_sup_49",161,4,"patient","number","all","FRBDX"
"ARDS_sup_49",162,4,"patient","number","all","FRBDX"
"ARDS_sup_49",163,4,"patient","number","all","FRBDX"
"ARDS_sup_49",164,4,"patient","number","all","FRBDX"
"ARDS_sup_49",165,4,"patient","number","all","FRBDX"
"ARDS_sup_49",166,4,"patient","number","all","FRBDX"
"ARDS_sup_49",167,4,"patient","number","all","FRBDX"
"ARDS_sup_49",168,4,"patient","number","all","FRBDX"
"ARDS_sup_49",169,4,"patient","number","all","FRBDX"
"ARDS_sup_49",170,4,"patient","number","all","FRBDX"
"ARDS_sup_49",171,4,"patient","number","all","FRBDX"
"ARDS_sup_49",172,4,"patient","number","all","FRBDX"
"ARDS_sup_49",173,4,"patient","number","all","FRBDX"
"ARDS_sup_49",174,4,"patient","number","all","FRBDX"
"ARDS_sup_49",175,4,"patient","number","all","FRBDX"
"ARDS_sup_49",176,4,"patient","number","all","FRBDX"
"ARDS_sup_49",177,3,"patient","number","all","FRBDX"
"ARDS_sup_49",178,3,"patient","number","all","FRBDX"
"ARDS_sup_49",179,3,"patient","number","all","FRBDX"
"ARDS_sup_49",180,3,"patient","number","all","FRBDX"
"ARDS_sup_49",181,3,"patient","number","all","FRBDX"
"ARDS_sup_49",182,3,"patient","number","all","FRBDX"
"ARDS_sup_49",183,3,"patient","number","all","FRBDX"
"ARDS_sup_49",184,3,"patient","number","all","FRBDX"
"ARDS_sup_49",185,3,"patient","number","all","FRBDX"
"ARDS_sup_49",186,3,"patient","number","all","FRBDX"
"ARDS_sup_49",187,3,"patient","number","all","FRBDX"
"ARDS_sup_49",188,3,"patient","number","all","FRBDX"
"ARDS_sup_49",189,3,"patient","number","all","FRBDX"
"ARDS_sup_49",190,3,"patient","number","all","FRBDX"
"ARDS_sup_49",191,3,"patient","number","all","FRBDX"
"ARDS_sup_49",192,3,"patient","number","all","FRBDX"
"ARDS_sup_49",193,3,"patient","number","all","FRBDX"
"ARDS_sup_49",194,3,"patient","number","all","FRBDX"
"ARDS_sup_49",195,3,"patient","number","all","FRBDX"
"ARDS_sup_49",196,3,"patient","number","all","FRBDX"
"ARDS_sup_49",197,3,"patient","number","all","FRBDX"
"ARDS_sup_49",198,3,"patient","number","all","FRBDX"
"ARDS_sup_49",199,3,"patient","number","all","FRBDX"
"ARDS_sup_49",200,3,"patient","number","all","FRBDX"
"ARDS_sup_49",201,3,"patient","number","all","FRBDX"
"ARDS_sup_49",202,3,"patient","number","all","FRBDX"
"ARDS_sup_49",203,3,"patient","number","all","FRBDX"
"ARDS_sup_49",204,3,"patient","number","all","FRBDX"
"ARDS_sup_49",205,3,"patient","number","all","FRBDX"
"ARDS_sup_49",206,3,"patient","number","all","FRBDX"
"ARDS_sup_49",207,3,"patient","number","all","FRBDX"
"ARDS_sup_49",208,3,"patient","number","all","FRBDX"
"ARDS_sup_49",209,3,"patient","number","all","FRBDX"
"ARDS_sup_49",210,3,"patient","number","all","FRBDX"
"ARDS_sup_49",211,3,"patient","number","all","FRBDX"
"ARDS_sup_49",212,3,"patient","number","all","FRBDX"
"ARDS_sup_49",213,3,"patient","number","all","FRBDX"
"ARDS_sup_49",214,3,"patient","number","all","FRBDX"
"ARDS_sup_49",215,4,"patient","number","all","FRBDX"
"ARDS_sup_49",216,4,"patient","number","all","FRBDX"
"ARDS_sup_49",217,4,"patient","number","all","FRBDX"
"ARDS_sup_49",218,4,"patient","number","all","FRBDX"
"ARDS_sup_49",219,3,"patient","number","all","FRBDX"
"ARDS_sup_49",220,3,"patient","number","all","FRBDX"
"ARDS_sup_49",221,3,"patient","number","all","FRBDX"
"ARDS_sup_49",222,3,"patient","number","all","FRBDX"
"ARDS_sup_49",223,3,"patient","number","all","FRBDX"
"ARDS_sup_49",224,3,"patient","number","all","FRBDX"
"ARDS_sup_49",225,-99,"patient","number","all","FRBDX"
"ARDS_sup_49",226,-99,"patient","number","all","FRBDX"
"ARDS_sup_49",227,-99,"patient","number","all","FRBDX"
"ARDS_sup_49",228,-99,"patient","number","all","FRBDX"
"ARDS_sup_49",229,-99,"patient","number","all","FRBDX"
"ARDS_sup_49",230,-99,"patient","number","all","FRBDX"
"ARDS_sup_49",231,-99,"patient","number","all","FRBDX"
"ARDS_sup_49",232,-99,"patient","number","all","FRBDX"
"ARDS_sup_49",233,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",0,119,"patient","number","all","FRBDX"
"NO_ARDS_18_49",1,119,"patient","number","all","FRBDX"
"NO_ARDS_18_49",2,109,"patient","number","all","FRBDX"
"NO_ARDS_18_49",3,98,"patient","number","all","FRBDX"
"NO_ARDS_18_49",4,83,"patient","number","all","FRBDX"
"NO_ARDS_18_49",5,61,"patient","number","all","FRBDX"
"NO_ARDS_18_49",6,48,"patient","number","all","FRBDX"
"NO_ARDS_18_49",7,37,"patient","number","all","FRBDX"
"NO_ARDS_18_49",8,31,"patient","number","all","FRBDX"
"NO_ARDS_18_49",9,21,"patient","number","all","FRBDX"
"NO_ARDS_18_49",10,16,"patient","number","all","FRBDX"
"NO_ARDS_18_49",11,8,"patient","number","all","FRBDX"
"NO_ARDS_18_49",12,6,"patient","number","all","FRBDX"
"NO_ARDS_18_49",13,6,"patient","number","all","FRBDX"
"NO_ARDS_18_49",14,6,"patient","number","all","FRBDX"
"NO_ARDS_18_49",15,4,"patient","number","all","FRBDX"
"NO_ARDS_18_49",16,6,"patient","number","all","FRBDX"
"NO_ARDS_18_49",17,6,"patient","number","all","FRBDX"
"NO_ARDS_18_49",18,5,"patient","number","all","FRBDX"
"NO_ARDS_18_49",19,4,"patient","number","all","FRBDX"
"NO_ARDS_18_49",20,4,"patient","number","all","FRBDX"
"NO_ARDS_18_49",21,3,"patient","number","all","FRBDX"
"NO_ARDS_18_49",22,3,"patient","number","all","FRBDX"
"NO_ARDS_18_49",23,3,"patient","number","all","FRBDX"
"NO_ARDS_18_49",24,3,"patient","number","all","FRBDX"
"NO_ARDS_18_49",25,3,"patient","number","all","FRBDX"
"NO_ARDS_18_49",26,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",27,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",28,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",29,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",30,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",39,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",40,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",53,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",54,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",70,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",71,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",80,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",81,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",82,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",83,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",84,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",85,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",107,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",108,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",109,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",149,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",150,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",151,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",152,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",167,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",168,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",169,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",170,-99,"patient","number","all","FRBDX"
"NO_ARDS_18_49",171,-99,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",0,439,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",1,437,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",2,417,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",3,398,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",4,366,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",5,336,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",6,299,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",7,266,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",8,231,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",9,203,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",10,173,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",11,146,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",12,131,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",13,120,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",14,107,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",15,97,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",16,86,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",17,79,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",18,70,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",19,62,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",20,55,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",21,48,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",22,44,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",23,40,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",24,37,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",25,31,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",26,29,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",27,28,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",28,29,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",29,28,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",30,27,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",31,25,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",32,22,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",33,19,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",34,17,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",35,17,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",36,16,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",37,16,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",38,15,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",39,15,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",40,15,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",41,17,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",42,16,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",43,17,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",44,17,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",45,17,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",46,17,"patient","number","all","FRBDX"
"NO_ARDS_sup_49",47,18,"patient","number","all","FRBDX"
